id,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,sqft_above,sqft_basement,yr_built
3626039271,585000,2,1.75,1980,8550,1,990,990,1981
4217401195,920000,5,2.25,2730,6000,1.5,2130,600,1927
9822700295,885000,4,2.5,2830,5000,2,2830,0,1995
9478500640,292500,4,2.5,2250,4495,2,2250,0,2008
2799800710,301000,3,2.5,2420,4750,2,2420,0,2003
7922800400,951000,5,3.25,3250,14342,2,3250,0,1968
8079040320,430000,4,3,1850,9976,2,1850,0,1991
1516000055,650000,3,2.25,2150,21235,1,1590,560,1959
9558200045,289000,3,1.75,1260,8400,1,1260,0,1954
5072410070,505000,3,1.75,2519,8690,2,2519,0,1973
9528102996,549000,3,1.75,1540,1044,3,1540,0,2014
1189001180,425000,3,2.25,1660,6000,1,1110,550,1979
3253500160,317625,3,2.75,2770,3809,1.5,1770,1000,1925
3394100030,975000,4,2.5,2720,11049,2,2720,0,1989
3717000160,287000,4,2.5,2240,4648,2,2240,0,2005
1274500060,204000,3,1,1000,12070,1,1000,0,1968
1802000060,1.325e+006,5,2.25,3200,20158,1,1600,1600,1965
1525059190,1.04e+006,5,3.25,4770,50094,1,3070,1700,1973
1049000060,325000,3,2,1260,5612,1,1260,0,1972
8820901275,571000,4,2,2750,7807,1.5,2250,500,1916
5416510140,360000,4,2.5,2380,5000,2,2380,0,2005
3444100400,349000,3,1.75,1790,50529,1,1090,700,1965
3276920270,832500,4,4,3430,35102,2,2390,1040,1986
4036801170,380000,4,1.75,1760,7300,1,880,880,1956
2391600320,480000,3,1,1040,5060,1,1040,0,1941
6300000287,410000,3,1,1410,5060,1,910,500,1956
1531000030,720000,4,2.5,3450,39683,2,3450,0,2002
5104520400,390000,3,2.5,2350,5100,2,2350,0,2003
7437100340,360000,4,2.5,1900,5889,2,1900,0,1992
9418400240,355000,2,1,2020,6720,1,1010,1010,1948
1523059105,356000,3,1.5,1680,8712,1,1680,0,1964
1133000671,315000,3,1,960,6634,1,960,0,1952
4232902595,940000,3,1.5,2140,3600,2,1900,240,1925
2599001200,305000,5,2.25,2660,8400,1.5,2660,0,1961
3342103156,461000,3,3.25,2770,6278,2,1980,790,2006
1332700270,215000,2,2.25,1610,2040,2,1610,0,1979
3869900162,335000,2,1.75,1030,1066,2,765,265,2006
2791500270,243500,4,2.5,1980,7403,2,1980,0,1988
5036300431,1.09988e+006,5,2.75,3520,6353,2,3520,0,2001
4168000060,153000,3,1,1200,10500,1,1200,0,1962
6021501535,430000,3,1.5,1580,5000,1,1290,290,1939
6021501535,700000,3,1.5,1580,5000,1,1290,290,1939
1483300570,905000,4,2.5,3300,10250,1,2390,910,1946
3422049190,247500,3,1.75,1960,15681,1,1960,0,1967
1099611230,199000,4,1.5,1160,6400,1,1160,0,1975
0722079104,314000,3,1.75,1810,41800,1,1210,600,1980
7338200240,437500,3,2.5,2320,36847,2,2320,0,1992
1952200240,850830,3,2.5,2070,13241,1.5,1270,800,1910
5200100125,555000,3,2,1980,3478,1.5,1440,540,1929
7214720075,699950,3,2.25,2190,107593,2,2190,0,1983
2450000295,1.088e+006,3,2.5,2920,8113,2,2920,0,1950
6197800045,290000,3,1,1210,33919,1,1210,0,1954
1328310370,375000,3,2.5,2340,10005,1,1460,880,1978
0546000875,460000,3,1,1670,4005,1.5,1170,500,1939
3530510041,188500,2,1.75,1240,2493,1,1240,0,1985
1853000400,680000,4,2.5,3140,28037,2,3140,0,1991
3134100116,470000,5,1.75,2030,12342,2,2030,0,1942
9545230140,597750,4,2.5,2310,9624,2,2310,0,1984
3362400511,570000,3,1.75,1260,3328,1,700,560,1905
2525310310,272500,3,1.75,1540,12600,1,1160,380,1980
6126500060,329950,3,1.75,2080,5969,1,1080,1000,1971
8961960160,480000,4,2.5,3230,16171,2,2520,710,2001
3626039325,740500,3,3.5,4380,6350,2,2780,1600,1900
3362400431,518500,3,3.5,1590,1102,3,1590,0,2010
4060000240,205425,2,1,880,6780,1,880,0,1945
3454800060,171800,4,2,1570,9600,1,1570,0,1950
1695900060,535000,4,1,1610,2982,1.5,1610,0,1925
7278700070,660000,3,2.5,2400,6474,1,1560,840,1964
6675500070,391500,3,2,1450,9132,1,1450,0,1987
3626039187,395000,2,1,770,6000,1,770,0,1953
3524049083,445000,4,1.75,2100,4400,1.5,1720,380,1924
3275860240,770000,3,2.25,2910,10204,2,2910,0,1990
4389200955,1.45e+006,4,2.75,2750,17789,1.5,1980,770,1914
4058801670,445000,3,2.25,2100,8201,1,1620,480,1967
8732020310,260000,4,2.25,2160,8811,1,1360,800,1978
2331300505,822500,5,3.5,2320,4960,2,1720,600,1926
7853210060,430000,4,2.5,2070,4310,2,2070,0,2004
3668000070,212000,3,1.75,1060,7875,1,1060,0,1986
9545240070,660500,4,2.25,2010,9603,1,1440,570,1986
1243100136,784000,3,3.5,3950,111078,1.5,2460,1490,1989
8929000270,453246,3,2.5,2010,2287,2,1390,620,2014
2767602356,675000,4,3.5,2140,2278,3,2140,0,2005
0921049315,199000,3,1.75,1320,17390,1,1320,0,1956
3655000070,220000,4,1.75,2020,7840,1,1010,1010,1968
4027700812,452000,4,2.25,2590,10002,1,1340,1250,1968
3992700335,382500,2,1,1190,4440,1,1190,0,1981
2767603505,519950,3,2.25,1170,1249,3,1170,0,2014
4232901525,665000,2,1,1110,3200,1,1110,0,1925
1777500060,527700,5,2.5,2820,9375,1,1550,1270,1968
1432900240,205000,3,1,1610,8579,1,1010,600,1962
6140100875,420000,3,1,1060,8097,1,940,120,1923
6071600370,500000,4,2.25,2030,8517,1,1380,650,1961
1526069017,921500,4,2.5,3670,315374,2,3670,0,1994
0809001525,890000,4,1,2550,4000,2,2370,180,1905
3224079105,430000,2,2.5,2420,60984,2,2420,0,2007
8075400570,258000,5,2,2260,12500,1,1130,1130,1960
1994200024,511000,3,1,1430,3455,1,980,450,1947
3362900810,532170,3,2,1360,3090,2,1360,0,1990
1324300398,560000,3,1,1110,5000,1.5,1110,0,1947
0537000445,282950,3,1,1250,8200,1,1250,0,1954
7855801670,2.25e+006,4,3.25,5180,19850,2,3540,1640,2006
7920100045,350000,1,1,700,5100,1,700,0,1942
8960000030,215000,3,1,1180,7669,1,1180,0,1967
6388930390,650000,5,3.5,3960,25245,2,2500,1460,1996
8731900200,320000,4,2.75,2640,7500,1,1620,1020,1967
8029200135,247000,3,2,1270,7198,1.5,1270,0,1916
1081200350,320000,4,1.75,1760,11180,1,1760,0,1968
0084000105,255000,5,2.25,2060,8632,1,1030,1030,1962
3756500060,438000,3,1.75,1780,9660,1,1780,0,1962
7215720160,900000,3,2.5,3400,16603,2,3400,0,2000
3574800520,441000,3,2.75,1910,7280,1,1160,750,1979
2617300160,420000,3,2,2020,38332,1,1010,1010,1975
2558660270,370000,3,1.75,1580,7000,1,1180,400,1976
2009000370,269950,2,1.75,1340,7250,1,700,640,1949
1836980160,807100,4,2.5,2680,4499,2,2680,0,1999
3261020370,653000,3,2.5,2680,9750,1,1610,1070,1979
1755700060,371500,3,2,1370,8336,1,1370,0,1964
4330600435,284000,3,1.75,1560,21000,1,1560,0,1954
9542800700,272000,3,1.75,2160,7140,1,1670,490,1978
1999700045,313000,3,1.5,1340,7912,1.5,1340,0,1955
1762600070,917500,4,2.5,3880,35003,2,2570,1310,1984
1687900520,673000,4,2.25,2590,8190,2,2590,0,1980
7234600798,425000,3,2.5,1120,1100,2,820,300,2008
3881900445,399950,5,2.75,1970,5400,1,1320,650,1986
2254502445,385000,3,1,1220,4800,1,1220,0,1901
5437810320,269950,3,1.5,1950,7560,1,1320,630,1975
9158100075,330000,2,1,1350,8220,1,1060,290,1949
3830630310,260000,3,2.5,1670,5797,2,1670,0,1988
8123100045,470000,4,3,2380,5125,1.5,1680,700,1925
3127200041,589000,4,3,2440,9600,2,2440,0,1961
6661200320,163500,2,1.5,1050,3419,2,1050,0,1996
0011510310,835000,4,2.75,3130,13412,2,2140,990,1993
0825059270,1.095e+006,5,3,4090,12850,1,2090,2000,1986
8731951370,269000,4,1.75,1490,10000,1,1100,390,1969
1954440060,560000,3,2.5,1900,8744,2,1900,0,1987
2264500350,615000,4,1,1330,2400,1.5,1330,0,1901
1115810060,585188,3,2.25,2230,10026,1,1430,800,1975
9477200200,305000,3,1.75,1650,9480,1,1220,430,1977
1432600560,166950,3,1,1190,8820,1,1190,0,1959
2287000060,799000,3,2.5,2140,9897,1,2140,0,1959
3663500060,400000,3,2.5,2180,7508,1,1420,760,1962
3996900125,230000,3,1,1060,10228,1,1060,0,1948
7796450200,256883,3,2.5,1690,5025,2,1690,0,2003
7549802535,423000,4,2,1970,6480,1.5,1130,840,1920
3278600320,465000,3,2.5,2150,4084,2,2150,0,2007
2824079053,440000,3,2.5,1910,66211,2,1910,0,1997
1222069094,385000,3,1.75,1350,155073,1,1350,0,1969
3542300060,210000,3,1,860,11725,1,860,0,1943
2222059065,297000,3,2.5,1940,14952,2,1940,0,1994
7551300060,470000,3,1,1010,5000,1,1010,0,1952
0100600550,226500,3,1.5,1300,7370,1,900,400,1976
3211100860,274250,3,1,910,8450,1,910,0,1962
3456000310,840000,4,1.75,2480,11010,1,1630,850,1966
9526600140,677900,3,2.5,2440,4587,2,2440,0,2010
7465900060,425000,3,1,1010,5864,1,1010,0,1915
1222000055,180250,2,0.75,900,9600,1,900,0,1941
6300000550,464000,6,3,2300,3404,2,1600,700,1920
2310030510,320000,4,2.25,1550,7579,2,1550,0,1993
1025049114,625504,3,2.25,1270,1566,2,1060,210,2014
8677300550,592500,4,2.5,2240,12032,1,2240,0,1983
4014400292,465000,3,2.5,2714,17936,2,2714,0,2005
1102000196,477000,4,2.75,1720,6270,2,1720,0,1978
0257000138,280000,2,1,850,16400,1,850,0,1923
0046100204,1.505e+006,5,3,3300,33474,1,1870,1430,1957
1909600046,445838,3,2.5,2250,5692,2,2250,0,2000
1250202145,1.072e+006,2,2.25,3900,14864,1,1950,1950,1947
7611200125,467000,2,1.5,1320,10800,1,1320,0,1947
5611500140,686000,4,2.5,2760,6440,2,2760,0,1999
7138000260,279950,3,2,1750,9750,1,1350,400,1961
0626059335,527000,4,2.25,2330,19436,2,2330,0,1987
1922059282,325000,3,2.25,2220,16020,1,1780,440,1966
0705700390,328000,3,2.25,2020,8379,2,2020,0,1994
7454001200,390000,3,2.25,1250,7500,1,1250,0,1942
8682281200,479950,2,2,1510,6516,1,1510,0,2005
7972000200,264950,4,2.25,1720,9753,1,1120,600,1978
0722059070,235000,3,1,1430,15246,1,980,450,1961
7202340400,516500,3,2.5,1480,4729,2,1480,0,2004
8096000060,655000,2,1.75,1450,15798,2,1230,220,1915
2424000060,500000,4,2.75,2280,15347,1,2280,0,1960
9264902050,315000,6,2.75,2940,7350,1,1780,1160,1978
0943100260,213000,2,1,1000,10200,1,1000,0,1961
3677400445,475000,3,1.5,2480,5280,1.5,1620,860,1947
1762600320,1.025e+006,5,4,3760,28040,2,3760,0,1983
4058000060,416000,3,2,2220,94300,1,1640,580,1976
7228500560,410000,4,1,1970,4740,1.5,1670,300,1904
0326069104,800000,3,3.5,3830,221284,2,3530,300,1993
5152100060,472000,6,2.5,4410,14034,1,2350,2060,1965
3584000310,225000,3,1.75,1430,8505,1,1430,0,1968
8150100045,210000,2,1,830,6000,1,830,0,1940
1868901275,455000,2,1,1430,5000,1.5,1430,0,1925
6131600075,225000,3,1,1300,8316,1,1300,0,1954
9468200125,480000,2,1,1030,3060,1,790,240,1918
8029510030,363000,3,2.5,2740,11872,2,2740,0,1990
2025069065,2.4e+006,4,2.5,3650,8354,1,1830,1820,2000
7899800890,181000,2,1.5,720,5120,1,720,0,1954
3021059276,250000,4,2,2010,7312,1,2010,0,1976
3797001895,481000,3,1.75,1560,3000,1,770,790,1918
3832710960,260000,3,2,1810,7209,1,1240,570,1978
1310430400,455000,4,2.5,3360,7685,2,3360,0,2001
1422300030,415000,3,2.25,1510,36224,2,1510,0,1991
1105000588,349500,3,1,1400,3538,1,800,600,1953
3830630060,245000,3,2.5,1730,7442,2,1730,0,1987
5101404898,592500,2,2,1420,9191,1.5,1420,0,1928
7972601890,385000,4,1.75,2360,7620,1,1180,1180,1955
5127001620,315000,3,1.75,1580,11455,1,1200,380,1974
9407100800,255000,3,1,1230,10170,1,1230,0,1979
1873100060,693000,4,2.5,2460,4425,2,2460,0,2006
8722101360,780000,3,1,1660,4400,1.5,1460,200,1911
8644000060,237000,3,1.75,1270,8470,1,1270,0,1960
3325069129,525000,3,2.25,2100,40510,2,1320,780,1979
1400300055,425000,2,1,770,5040,1,770,0,1930
2123039032,369900,1,0.75,760,10079,1,760,0,1936
8078560140,290000,4,2.5,1700,7280,2,1700,0,1988
3438500192,285000,3,1,1120,10701,1,1120,0,1954
7974200510,415000,2,1,1070,4500,1,1070,0,1937
2557000400,272500,3,2.5,2070,9900,1,1420,650,1979
7960900060,2.9e+006,4,3.25,5050,20100,1.5,4750,300,1982
4054500390,1.365e+006,4,4.75,5310,57346,2,5310,0,1989
6378500125,436000,2,1,1040,7538,1,1040,0,1939
1745100140,210000,3,1,1700,11390,1,1700,0,1967
2976800796,236000,3,1,1300,5898,1,1300,0,1961
4235400186,331000,3,1.75,1080,1306,1,580,500,1954
4215100060,365000,3,2.5,2653,4510,2,2653,0,2006
9189700045,450000,3,2,2290,16258,1,2290,0,1960
1126049053,770000,4,2.75,3820,26300,2,2850,970,2014
2022069200,455000,4,2.5,2210,49375,1,2210,0,1997
9412900055,405000,3,1.75,2390,6000,1,1240,1150,1908
1722059235,304900,4,1.75,2600,11325,1,1610,990,1969
6874200960,170000,2,1,860,5265,1,860,0,1931
7424700045,2.05e+006,5,3,3830,8480,2,2630,1200,1905
7202360350,780000,4,2.5,3500,7048,2,3500,0,2005
5634500392,330000,3,3,2420,13959,1,1740,680,1988
1509500060,370000,4,2.5,2720,8666,2,2720,0,1992
7214810350,467000,5,2.25,2500,13500,1,1850,650,1979
6647200060,405000,3,1.75,1670,6720,1,1140,530,1980
9552700140,675000,5,2.25,2900,10300,1,1450,1450,1985
2200500350,500000,2,1,1640,14100,1,1140,500,1954
6113400046,389999,4,2.5,1890,15770,2,1890,0,1968
6619910140,630000,4,1.75,2950,9025,1,1780,1170,1975
1115450240,360000,4,2.5,2160,9528,2,2160,0,1992
6073240060,580000,4,3,3280,11060,2,2270,1010,1986
9297300045,550000,3,2,1970,4166,2,1270,700,1929
9510920070,879000,4,2.5,3360,22111,2,3360,0,1994
5468730030,265000,3,2,1320,8959,1,1320,0,1993
8079030390,446500,3,2.5,2650,7286,2,2650,0,1990
0600000152,404000,3,1.5,2030,8880,1,1330,700,1963
1840000030,267500,3,1.75,1590,11914,1,1090,500,1957
3225069065,3.075e+006,4,5,4550,18641,1,2600,1950,2002
3260800030,335000,3,2.5,2440,7632,2,2440,0,1998
2747100024,576000,3,2.5,1940,9000,1,970,970,1948
5104530560,208633,3,2.5,2040,3810,2,2040,0,2006
4330600350,315000,3,2.25,2200,8750,1,1120,1080,1964
5016001535,725000,3,1.75,1920,3300,1,960,960,1913
7280300196,550000,4,2.75,1800,7750,1,1400,400,1965
8651520400,610750,4,2.25,2180,7297,2,2180,0,1984
7171200445,550700,2,1,1010,5000,1.5,1010,0,1908
3204800200,665000,4,2.75,3320,10574,2,2220,1100,1960
3416600800,834000,4,2.5,2370,4000,1.5,1980,390,1928
7994700030,201000,5,1.75,1660,78408,1.5,1660,0,1915
1860600135,2.384e+006,5,2.5,3650,9050,2,3370,280,1921
4139480200,1.384e+006,4,3.25,4290,12103,1,2690,1600,1997
4139480200,1.4e+006,4,3.25,4290,12103,1,2690,1600,1997
1328320800,305000,4,2.25,1950,7700,1,1350,600,1979
7771300125,487000,3,2,2590,14052,1,1720,870,1948
3422059208,390000,3,2.5,1930,64904,1,1930,0,1988
9521101455,548000,2,1,1470,3864,1,1170,300,1916
4337000335,268750,4,1,800,8775,1,800,0,1943
0325059286,819900,5,2.75,3150,7119,2,3150,0,2013
2597650240,520000,3,2.25,2030,16200,2,2030,0,1984
3353400435,230000,3,2,1450,11204,1,1450,0,2003
7972000240,240000,3,1.75,1510,10248,1,1510,0,1969
7520000520,232000,2,1,1240,12092,1,960,280,1922
7520000520,240500,2,1,1240,12092,1,960,280,1922
3530210260,274975,3,2.5,3030,45004,2,3030,0,1987
1959700550,740000,4,2,2050,4400,1.5,2050,0,1922
1665400045,186375,3,1,1000,7636,1,1000,0,1952
9542850320,790000,3,2.25,2370,10289,1,1590,780,1977
3179100060,880000,4,3.5,2800,6750,2,1890,910,1951
2946001550,279000,6,1.75,2240,11180,2,2240,0,1955
8078490390,295000,3,2,1810,10530,1,1810,0,1991
9550201550,640000,2,1,1070,5000,1,1070,0,1924
0191100045,940000,4,2,2490,9525,2,2490,0,1968
5009600070,260000,4,2.5,1960,5238,2,1960,0,2003
0200350070,559900,3,2.75,2930,5569,1,1860,1070,2004
2877103726,791500,4,2,1510,3500,1.5,1510,0,1911
0405100295,265000,3,1.75,1420,8250,1,1420,0,1954
4268200055,245000,3,1.75,1740,11547,1,1740,0,1954
3126069068,485000,4,1.75,2560,43995,2,2560,0,1962
1115300070,684000,4,3.5,3040,8414,2,2420,620,2010
6414100671,425000,3,1.75,2500,6840,1,1300,1200,1957
7004200060,309600,4,1.75,1275,20000,1,1275,0,1991
7852110140,552250,4,2.5,2580,5823,2,2580,0,2002
3969300030,165000,4,1,1000,7134,1,1000,0,1943
3969300030,239900,4,1,1000,7134,1,1000,0,1943
4048400070,320000,2,1,1070,32633,1,1070,0,1930
0808000070,206600,3,2,1390,13464,1,1390,0,1987
7374200030,387000,4,1.75,2500,7690,1,1250,1250,1973
7325600160,299000,1,0.75,560,12120,1,560,0,1967
2757000030,855000,4,2.75,2270,10460,2,2270,0,1965
0616000140,315000,3,1,1900,14400,1,1300,600,1954
3363900111,437500,2,1,990,3120,1,790,200,1907
9262800171,252000,4,1.5,1550,19800,1,1050,500,1969
6607000126,375000,4,1.75,2200,7475,1,1100,1100,1955
5416510830,300000,4,2.5,1910,4862,2,1910,0,2005
2201500030,420000,4,1,1750,9600,1.5,1750,0,1954
0325059171,900000,3,1,1330,77972,1,1330,0,1928
0952003285,679900,3,2.5,2440,5750,2,1980,460,2000
3211290370,463000,3,2.5,1640,29970,2,1640,0,1992
1072010350,380000,5,2.5,2760,11340,2,2760,0,1978
8856950070,329500,4,2.5,1820,7912,2,1820,0,1994
0925059078,604950,3,2.5,2110,5608,1,1340,770,2013
7855801090,795000,5,2.5,3040,9570,1,1640,1400,1966
0723099065,465000,3,2,1840,40438,2,1840,0,1994
6116500075,673000,4,2.5,2990,10400,2,2990,0,2002
1118500030,810000,4,2.5,3520,15420,2,3520,0,1991
0424069250,785000,4,2.75,2440,69415,1,1910,530,1989
3291800710,338000,4,3,2090,7500,1,1370,720,1986
6838700060,280000,3,2.25,1430,7222,2,1430,0,1993
2231500030,315000,4,2.25,2180,10754,1,1100,1080,1954
2231500030,530000,4,2.25,2180,10754,1,1100,1080,1954
7683900200,380000,5,3,3450,9914,2,3450,0,2004
8155830060,297000,3,2.25,1450,7562,2,1450,0,1994
0098020310,730000,4,2.5,3230,7331,2,3230,0,2004
9423400140,450000,3,1.75,1640,13500,1,1110,530,1940
1545804860,275000,3,3,1590,7750,1,1060,530,1997
2883200160,595000,4,2,2020,2849,2,2020,0,1960
7132300695,435000,3,1.5,1300,3348,1.5,1300,0,1904
1726059053,270000,2,1.5,1380,209959,1,1380,0,1954
0624111000,950000,3,3,4040,14338,2,3030,1010,1986
0808300310,389000,4,2.25,2130,5337,2,2130,0,2001
8563040160,560000,4,2.25,2550,7800,1,1580,970,1968
0713500030,1.35e+006,5,3.5,4800,14984,2,3480,1320,1998
8651600160,799000,4,2.25,2510,11585,2,2510,0,1969
9517200030,365500,3,2,1410,9600,1,1410,0,1983
2460700700,252350,3,2,1650,7352,1,1160,490,1979
1223039290,403950,4,2.5,2120,13780,2,2120,0,1993
2890100060,385000,4,1.5,2040,10726,1,1380,660,1954
7972600860,345000,4,1,1550,7620,1.5,1550,0,1957
8857320070,490000,3,2.75,1980,3128,2,1980,0,1979
4047200695,330000,3,2.5,1600,26977,2,1600,0,2005
1653500070,927000,4,2.75,3300,12090,2,3300,0,1953
1923000030,1.118e+006,4,2.5,3840,16619,2,3840,0,1983
3649100320,330000,2,1,1220,10000,1,1220,0,1950
7375300160,530000,5,2.25,2720,8800,1,1500,1220,1958
5175800060,365000,4,2,1940,25600,1,1940,0,1962
1604601375,378750,3,2.5,2160,3000,1.5,1260,900,1909
2473251090,269900,4,1.75,1530,8750,1.5,1530,0,1968
9126100861,557000,3,3.5,1710,2096,2,1290,420,2008
3420069065,360000,4,1.75,3730,16980,1,2150,1580,1974
6021501685,352000,2,1,940,5000,1,940,0,1937
1151100070,437000,3,2.5,1750,22357,2,1750,0,1994
8856950240,322500,4,2.5,1820,6753,2,1820,0,1994
9385200055,650000,3,3.25,1510,2000,2,1330,180,2001
7821200390,450000,3,2,1290,1213,3,1290,0,2001
8078520310,278500,3,2,1570,5250,1,1570,0,1998
1565950030,364950,4,2.5,1930,6957,2,1930,0,1995
1560930070,840000,4,3.5,2840,40139,1,2840,0,1986
6700400140,268000,3,2.5,1550,8134,2,1550,0,1991
2422029094,517534,2,1,833,143947,1,833,0,2006
1774220160,632925,3,2.5,2990,32239,2,2990,0,1978
1525200060,577500,3,2.5,2000,7251,2,2000,0,1995
1678400105,339000,4,1.5,2390,7480,1.5,2390,0,1920
3426059070,570000,3,1.75,2910,37461,1,1530,1380,1967
0824079032,563500,4,1.75,2085,174240,1,1610,475,1964
2697100140,423000,4,2.25,2200,9351,1,1290,910,1962
8724300030,355000,3,2.25,1860,5028,2,1860,0,2012
8678500060,1.55e+006,5,4.25,6070,171626,2,6070,0,1999
0625049299,482000,2,1,950,3960,1,950,0,1941
6073200075,625000,3,1.75,1600,9135,1,1600,0,1955
6388900710,538000,3,2.5,2250,11632,2,2250,0,1988
1442860160,380000,3,2.5,2280,10255,2,2280,0,1985
7942600310,375000,2,1,940,5120,1,940,0,1909
1545808560,245000,3,2.5,1530,8500,1,1030,500,1996
0936000060,310000,5,1.75,2190,27260,1,2190,0,1947
9808650060,1.3e+006,3,2,2350,15021,1,1770,580,1976
3754700160,397000,4,2,1440,7680,1,1200,240,1971
0305500140,365000,3,2.5,2200,4052,2,2200,0,2005
5468750060,328500,4,3,2290,8250,2,2290,0,1990
2944010240,988000,4,3,4040,19700,2,4040,0,1987
3454000060,1e+006,4,2.5,2610,3277,1.5,1920,690,1922
0646910160,237000,3,2.5,1490,2138,2,1490,0,2005
8564950390,525000,4,2.5,2450,5280,2,2450,0,2003
2268400350,749000,4,2.5,1710,9627,1,1440,270,1976
7504101040,722500,5,2.5,4870,11800,2,3470,1400,1983
0011500890,843000,3,2.5,3130,8750,2,3130,0,1991
9528102772,438000,2,2,1270,1372,3,1270,0,2000
0284000223,578000,3,1.75,2120,10875,1,1540,580,1977
3353401710,227950,3,1.5,1670,8230,1,1670,0,1954
8159610030,196000,3,2.25,2070,11576,2,2070,0,1974
3179100435,641000,2,1,1420,5332,1,1070,350,1953
0822079033,350000,3,1.5,1250,219978,1,1250,0,1980
8857600960,205000,3,1,940,7980,1,940,0,1960
1774000200,400000,3,1.75,1920,9102,1,1920,0,1968
2024069128,1.03e+006,3,2.5,3545,9816,1,2610,935,2005
1049010390,505000,3,2,1260,5460,1,1260,0,1972
7905370390,475000,5,2.5,2340,7200,1,1300,1040,1975
4140090240,520000,3,2.25,2590,9263,1,1440,1150,1977
4055700030,1.45e+006,3,4.5,3970,24920,2,3260,710,1977
3775300030,333500,3,1.75,1220,9732,1,1220,0,1965
2525300030,232000,3,1,1400,10403,1,1400,0,1976
1324059104,691100,3,2.75,2360,16117,1,1710,650,1983
2287000030,811000,3,1.75,1870,9897,1,1870,0,1960
7702010030,551000,3,2.5,2830,5802,2,2830,0,2001
1529200340,496500,3,2.5,2260,3640,2,2260,0,1994
2122039094,705000,3,3,1970,20978,2,1770,200,1980
1742800030,578000,4,2.5,3140,9225,1,1770,1370,1966
1796360350,255000,3,1.75,1240,8659,1,1240,0,1986
6154500070,1.05e+006,4,3.5,3450,7832,2,3450,0,2007
1843100340,348000,3,2.25,2570,8491,2,2570,0,1989
8944290160,230000,3,2,1510,3413,2,1510,0,1985
4166600473,359500,4,2.25,2390,11250,2,2390,0,1988
7282300125,330000,3,1,980,7000,1,980,0,1953
8658300340,80000,1,0.75,430,5050,1,430,0,1912
2419600075,465000,3,1.75,1480,6360,1,1480,0,1954
